author,published_at,text,like_count,contexto,texto_limpo,texto_processado
@JOÃOMARCOS0044,2025-05-17T04:46:59Z,Boa Noite 💤💤💤💤💤🌃🌃🌃🌃💤🌃🌃🌃💤💤🌃🌃🌃🌃💤🌃🌃💤💤🌃💤💤💤🌃🌃,1,musica_dormir,boa noite 💤💤💤💤💤🌃🌃🌃🌃💤🌃🌃🌃💤💤🌃🌃🌃🌃💤🌃🌃💤💤🌃💤💤💤🌃🌃,boa noite 💤💤💤💤💤🌃🌃🌃🌃💤🌃🌃🌃💤💤🌃🌃🌃🌃💤🌃🌃💤💤🌃💤💤💤🌃🌃
@ritarocha9695,2025-05-16T14:36:02Z,Estou em pós cirurgia odontológica.  Aconcheguei  em minha cama e fui repousar....com essa música visitei a minha vida no útero e entrei em profunda gratidão à minha mãe 🙏🌷🙏🌷,0,musica_dormir,estou em pós cirurgia odontológica aconcheguei em minha cama e fui repousarcom essa música visitei a minha vida no útero e entrei em profunda gratidão à minha mãe 🙏🌷🙏🌷,pós cirurgia odontológica aconcheguei cama repousarcom visitei vida útero entrei profunda gratidão mãe 🙏🌷🙏🌷
@filipaalfaiate7595,2025-05-16T11:44:32Z,@thiagopotente3537,0,musica_dormir,,
@capivara0.2,2025-05-15T01:12:07Z,Continue assim vc vai conseguir 🙏🏻❤️🍃,0,musica_dormir,continue assim vc vai conseguir 🙏🏻❤️🍃,continue assim conseguir 🙏🏻❤️🍃
@LoraneCristina-v3w,2025-05-14T02:22:39Z,JESUS ELE VIVE!!!,0,musica_dormir,jesus ele vive,jesus vive
@MariagorettiPinheiro,2025-05-14T00:51:18Z,Deus está em todos os lugares,3,musica_dormir,deus está em todos os lugares,deus todos lugares
@AndressaLima-v2p,2025-05-13T19:37:54Z,Amei essa música 😍😍👏👏👏👏👏👏👏,1,musica_dormir,amei essa música 😍😍👏👏👏👏👏👏👏,amei 😍😍👏👏👏👏👏👏👏
@nahaguiar7025,2025-05-13T06:37:04Z,"Comecei a escutar essas músicas para dormir no meu período de enjoos da gravidez, impressionante todas as vezes dormia tão bem, agora o período de enjoos está passando, continuo aqui sempre que quero descansar um pouco, gratidão! 🙏🏻",2,musica_dormir,comecei a escutar essas músicas para dormir no meu período de enjoos da gravidez impressionante todas as vezes dormia tão bem agora o período de enjoos está passando continuo aqui sempre que quero descansar um pouco gratidão 🙏🏻,comecei escutar músicas período enjoos gravidez impressionante todas vezes dormia período enjoos passando continuo quero descansar pouco gratidão 🙏🏻
@capivara0.2,2025-05-13T00:57:18Z,Nossa mó preguiça de levantar 😕 as 6:12,0,musica_dormir,nossa mó preguiça de levantar 😕 as,mó preguiça levantar 😕
@Bacon-p4b,2025-05-11T23:06:56Z,good,0,musica_dormir,good,good
@lindafranca6596,2025-05-11T02:46:56Z,Amém 🙏 assim é,0,musica_dormir,amém 🙏 assim é,amém 🙏 assim
@SueliDossantos-f1b,2025-05-10T03:55:46Z,Sim graças à Deus,0,musica_dormir,sim graças à deus,sim graças deus
@SueliDossantos-f1b,2025-05-10T03:54:35Z,Assim seja confio em JESUS TENHO MUITA FE AMEM,0,musica_dormir,assim seja confio em jesus tenho muita fe amem,assim confio jesus muita fe amem
@Sara3417-y1p,2025-05-10T03:30:14Z,Amo escutar suas músicas de dormir,1,musica_dormir,amo escutar suas músicas de dormir,amo escutar músicas
@marianilce9782,2025-05-10T02:57:28Z,Essa trilha sonora me da um relaxamento,2,musica_dormir,essa trilha sonora me da um relaxamento,trilha sonora relaxamento
@MireliRockenbach-e5c,2025-05-10T00:30:41Z,😌😌😌😌😴😴😴❤❤❤🎉,0,musica_dormir,😌😌😌😌😴😴😴❤❤❤🎉,😌😌😌😌😴😴😴❤❤❤🎉
@Mayy639,2025-05-09T05:25:38Z,Alguém aq em 2025?,1,musica_dormir,alguém aq em,alguém aq
@KeleaneFerreiraRodrigues,2025-05-09T02:42:11Z,🔊É a trilha sonora perfeita para Estudar 🥼💉📑,1,musica_dormir,🔊é a trilha sonora perfeita para estudar 🥼💉📑,🔊é trilha sonora perfeita 🥼💉📑
@AntonioDemoraes-q1e,2025-05-08T17:46:31Z,não importa o tamanho do seu problema jesus Cristo é maior que todos Eles 🙏 confiar e ter fé tudo posso na quele que mim fortalece,3,musica_dormir,não importa o tamanho do seu problema jesus cristo é maior que todos eles 🙏 confiar e ter fé tudo posso na quele que mim fortalece,importa tamanho problema jesus cristo maior todos 🙏 confiar fé posso quele fortalece
@lunarabatistadarosa5126,2025-05-08T01:04:49Z,"Todos durmam bem.❤
Com a proteção divina...",2,musica_dormir,todos durmam bem❤ com a proteção divina,todos durmam bem❤ proteção divina
@souza.souza.7958,2025-05-07T07:57:24Z,Muito bom de ouvir ❤,1,musica_dormir,muito bom de ouvir ❤,bom ouvir ❤
@concurseiroimparavel7318,2025-05-07T06:12:07Z,"Amém 🙏🏼🙌🏼♥️
Obrigado. Jesus Cristo abençoe a todos 🙏🏼🙌🏼",6,musica_dormir,amém 🙏🏼🙌🏼♥️ obrigado jesus cristo abençoe a todos 🙏🏼🙌🏼,amém 🙏🏼🙌🏼♥️ jesus cristo abençoe todos 🙏🏼🙌🏼
@KarinaDantas-k8z,2025-05-06T02:09:23Z,Amei a música ❤,2,musica_dormir,amei a música ❤,amei ❤
@marcoslopes1645,2025-05-06T01:41:16Z,❤❤❤❤❤❤❤❤❤❤❤❤❤,1,musica_dormir,❤❤❤❤❤❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤❤❤❤❤❤
@capivara0.2,2025-05-06T01:08:33Z,Você deve estar procurando a paz ela esta no amor ❤️,2,musica_dormir,você deve estar procurando a paz ela esta no amor ❤️,procurando paz amor ❤️
@Christopher-b4c3j,2025-05-06T00:25:52Z,0:27,0,musica_dormir,,
@DavidCampos-c8s,2025-05-05T22:36:36Z,Que lindo,1,musica_dormir,que lindo,lindo
@valenirhonoratodeoliveira2279,2025-05-05T02:34:22Z,MÚSICA CHATA DA MISÉRIA EU ODIEI COCOSINHO,0,musica_dormir,música chata da miséria eu odiei cocosinho,chata miséria odiei cocosinho
@Fãdeattackontitan,2025-05-05T01:49:31Z,"Tentando dormir porque amanhã tenho aula, mas a ansiedade não me deixa dormir",3,musica_dormir,tentando dormir porque amanhã tenho aula mas a ansiedade não me deixa dormir,tentando porque amanhã aula ansiedade deixa
@domingoschicale1565,2025-05-04T09:05:46Z,Gente eu dormi e acordei com essa música fiquei com muito susto e daí bate com a cabeça no chão😂,0,musica_dormir,gente eu dormi e acordei com essa música fiquei com muito susto e daí bate com a cabeça no chão😂,dormi acordei fiquei susto daí bate cabeça chão😂
@SueliDossantos-f1b,2025-05-04T04:44:43Z,❤,1,musica_dormir,❤,❤
@RoseliBack-s9p,2025-05-04T03:04:45Z,Deus sempre está vendo você!❤,10,musica_dormir,deus sempre está vendo você❤,deus vendo você❤
@RoseliBack-s9p,2025-05-04T03:02:08Z,Boa noite a todos,2,musica_dormir,boa noite a todos,boa noite todos
@AntonioBrito-e4s,2025-05-04T01:09:17Z,Que música relaxante ❤,1,musica_dormir,que música relaxante ❤,relaxante ❤
@yasmonadriane02,2025-05-03T19:22:17Z,Essa música me acalma tanto principalmente nas minhas crises de ansiedade 😢,1,musica_dormir,essa música me acalma tanto principalmente nas minhas crises de ansiedade 😢,acalma tanto principalmente crises ansiedade 😢
@capivara0.2,2025-05-03T03:25:00Z,Sempre que eu ouvi essa música eu lembro de deus ❤😊,2,musica_dormir,sempre que eu ouvi essa música eu lembro de deus ❤😊,ouvi lembro deus ❤😊
@ElaineCristina-dj8qx,2025-05-02T23:51:01Z,"Boa noite,  durmir e acordei e vim parar aqui...feliz por ler os comentários foi o próprio Deus falando comigo.",1,musica_dormir,boa noite durmir e acordei e vim parar aquifeliz por ler os comentários foi o próprio deus falando comigo,boa noite durmir acordei vim parar aquifeliz ler comentários próprio deus falando comigo
@juliana3788,2025-05-02T17:25:04Z,"Tudo que é meu volta pra mim.. A abundância e prosperidade vem a mim com felicidade, alegria e glória.",5,musica_dormir,tudo que é meu volta pra mim a abundância e prosperidade vem a mim com felicidade alegria e glória,volta abundância prosperidade vem felicidade alegria glória
@Pantatabacatoonmellan,2025-05-02T03:12:32Z,"Adoro suas músicas Cassio Toledo! escuto desde quando eu era pequena!
eu possuo problemas de insonia, porém, somente suas músicas me faziam ´´mimir´´.
Hoje em dia, tenho 11 anos, e ainda ouço suas músicas e durmo direto.
Acho que possuo insonia pois tenho problemas de respiração(vou fazer uma cirurgia em breve para resolver isso).

          tenha uma boa noite!
<3
01/05/2025",2,musica_dormir,adoro suas músicas cassio toledo escuto desde quando eu era pequena eu possuo problemas de insonia porém somente suas músicas me faziam ´´mimir´´ hoje em dia tenho anos e ainda ouço suas músicas e durmo direto acho que possuo insonia pois tenho problemas de respiraçãovou fazer uma cirurgia em breve para resolver isso tenha uma boa noite,adoro músicas cassio toledo escuto desde pequena possuo problemas insonia porém somente músicas faziam ´´mimir´´ hoje anos ouço músicas durmo direto acho possuo insonia pois problemas respiraçãovou fazer cirurgia breve resolver boa noite
@Hildamota-q5p,2025-05-02T02:15:02Z,Obrigada. Desculpe...,0,musica_dormir,obrigada desculpe,desculpe
@nelicemasso1559,2025-04-30T21:08:41Z,"O meu socorro vem do senhor ,que fez os céus e a terra!",1,musica_dormir,o meu socorro vem do senhor que fez os céus e a terra,socorro vem senhor fez céus terra
@MegaEdileusa,2025-04-30T06:13:45Z,"Bom dia, abençoado por Deus!
Que o Senhor te cubra com graça, te fortaleça com fé e te conduza com amor em cada passo deste dia.
Que o Espírito Santo te guie, te proteja e renove tuas forças como as da águia.
Não importa o tamanho do desafio, maior é o Deus que te sustenta!
Descanse o coração n’Ele, porque os planos de Deus são perfeitos, e o que vem Dele sempre chega no tempo certo.

""Entregue o seu caminho ao Senhor; confie n’Ele, e Ele agirá."" – Salmo 37:5",1,musica_dormir,bom dia abençoado por deus que o senhor te cubra com graça te fortaleça com fé e te conduza com amor em cada passo deste dia que o espírito santo te guie te proteja e renove tuas forças como as da águia não importa o tamanho do desafio maior é o deus que te sustenta descanse o coração n’ele porque os planos de deus são perfeitos e o que vem dele sempre chega no tempo certo entregue o seu caminho ao senhor confie n’ele e ele agirá – salmo,bom abençoado deus senhor cubra graça fortaleça fé conduza amor cada passo deste espírito santo guie proteja renove forças águia importa tamanho desafio maior deus sustenta descanse coração n’ele porque planos deus perfeitos vem chega tempo certo entregue caminho senhor confie n’ele agirá – salmo
@mikejppb,2025-04-30T04:45:25Z,oi,0,musica_dormir,oi,oi
@telmarochacrocheepintura,2025-04-30T02:26:10Z,"Boa noite  a todas e todos. Pra vc que está aí com uma angústia  e ansiedade  por causa de algum problema,  não se desespere.  Não há  mal que dure para sempre.  Depois  que resolver esse problema  virá outro,  e outro  e outro.  Então  faça uma oração  e durma. Amanhã  é  outro  dia. Tudo pode acontecer.  O futuro  a Deus  pertence.  😍🙏",49,musica_dormir,boa noite a todas e todos pra vc que está aí com uma angústia e ansiedade por causa de algum problema não se desespere não há mal que dure para sempre depois que resolver esse problema virá outro e outro e outro então faça uma oração e durma amanhã é outro dia tudo pode acontecer o futuro a deus pertence 😍🙏,boa noite todas todos aí angústia ansiedade causa algum problema desespere dure resolver problema virá outro outro outro então faça oração durma amanhã outro pode acontecer futuro deus pertence 😍🙏
@capivara0.2,2025-04-30T02:04:20Z,Deus te abençoe sempre esteja sempre com muita saúde paz amor e felicidades sempre que Deus te ilumine 🙏🏻😘,2,musica_dormir,deus te abençoe sempre esteja sempre com muita saúde paz amor e felicidades sempre que deus te ilumine 🙏🏻😘,deus abençoe muita saúde paz amor felicidades deus ilumine 🙏🏻😘
@Maguinha754,2025-04-30T00:28:55Z,Quantas pessoas maravilhosas aqui nos comentários ❤,0,musica_dormir,quantas pessoas maravilhosas aqui nos comentários ❤,quantas pessoas maravilhosas comentários ❤
@summerbeauty-f4j,2025-04-29T12:28:45Z,N hymnaaa 😊 conta no,0,musica_dormir,n hymnaaa 😊 conta no,n hymnaaa 😊 conta
@Shaolinmatadordeporco-s7b,2025-04-29T00:58:57Z,Eu só queria dormir,0,musica_dormir,eu só queria dormir,queria
@matheusfiuza8071,2025-04-28T04:20:58Z,A pessoa tá quase relaxando e daí vem a propaganda do YouTube kkk,1,musica_dormir,a pessoa tá quase relaxando e daí vem a propaganda do youtube kkk,pessoa quase relaxando daí vem propaganda youtube kkk
@capivara0.2,2025-04-28T01:11:20Z,Deus abençoe sua vida em todos os momentos difíceis e fáceis deus abençoe sua vida ele é nossa salvação 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻❤️❤️❤️❤️❤️❤️❤️❤️🙏🏻❤️🙏🏻❤️🙏🏻❤️❤️🙏🏻❤️🙏🏻❤️🙏🏻❤️❤️🙏🏻❤️🙏🏻❤️🙏🏻❤️🙏🏻❤️🙏🏻❤️🙏🏻❤️❤️🙏🏻❤️🙏🏻❤️,3,musica_dormir,deus abençoe sua vida em todos os momentos difíceis e fáceis deus abençoe sua vida ele é nossa salvação 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻❤️❤️❤️❤️❤️❤️❤️❤️🙏🏻❤️🙏🏻❤️🙏🏻❤️❤️🙏🏻❤️🙏🏻❤️🙏🏻❤️❤️🙏🏻❤️🙏🏻❤️🙏🏻❤️🙏🏻❤️🙏🏻❤️🙏🏻❤️❤️🙏🏻❤️🙏🏻❤️,deus abençoe vida todos momentos difíceis fáceis deus abençoe vida salvação 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻❤️❤️❤️❤️❤️❤️❤️❤️🙏🏻❤️🙏🏻❤️🙏🏻❤️❤️🙏🏻❤️🙏🏻❤️🙏🏻❤️❤️🙏🏻❤️🙏🏻❤️🙏🏻❤️🙏🏻❤️🙏🏻❤️🙏🏻❤️❤️🙏🏻❤️🙏🏻❤️
@JeffersonPinheiroNascimento,2025-04-27T01:52:39Z,Não existe tempestade com Deus! Ele apenas nos molda para nós aprendermos a dar valor em cada detalhe. Grata por tudo senhor …,0,musica_dormir,não existe tempestade com deus ele apenas nos molda para nós aprendermos a dar valor em cada detalhe grata por tudo senhor …,existe tempestade deus apenas molda aprendermos dar valor cada detalhe grata senhor …
@isabellegame9069,2025-04-26T02:05:48Z,"Se você chegou nesse vídeo, Deus mandou te falar que ele te ama independentemente de qualquer coisa vai ficar tudo bem ❤",0,musica_dormir,se você chegou nesse vídeo deus mandou te falar que ele te ama independentemente de qualquer coisa vai ficar tudo bem ❤,chegou nesse vídeo deus mandou falar ama independentemente qualquer ficar ❤
@LauBarbosa75,2025-04-26T01:42:07Z,"Agradeço a Deus e a você que criou esse canal, tenho 49 anos tive uma infância muito difícil, fui entregue na beirada de uma estrada no sertão do Nordeste. Toda minha fase da infância e adolescência foi de muitos sofrimentos e abusos, uma parte da minha vida ficou congelada , mas hoje ouvindo essa música me veio lembranças de uma garotinha…que gostava de contar histórias que era feliz e que um dia ia pode ajudar outras garotinhas assim como ela seria feliz também…😢 
Recentemente criei uma canal para ajudar mulheres, que vivem dores e traumas da sua infância,  que reverberam nas suas vidas hoje como adultas…gratidão Deus abençoe!",2,musica_dormir,agradeço a deus e a você que criou esse canal tenho anos tive uma infância muito difícil fui entregue na beirada de uma estrada no sertão do nordeste toda minha fase da infância e adolescência foi de muitos sofrimentos e abusos uma parte da minha vida ficou congelada mas hoje ouvindo essa música me veio lembranças de uma garotinha…que gostava de contar histórias que era feliz e que um dia ia pode ajudar outras garotinhas assim como ela seria feliz também…😢 recentemente criei uma canal para ajudar mulheres que vivem dores e traumas da sua infância que reverberam nas suas vidas hoje como adultas…gratidão deus abençoe,agradeço deus criou canal anos infância difícil entregue beirada estrada sertão nordeste toda fase infância adolescência muitos sofrimentos abusos parte vida ficou congelada hoje ouvindo veio lembranças garotinha…que gostava contar histórias feliz ia pode ajudar outras garotinhas assim feliz também…😢 recentemente criei canal ajudar mulheres vivem dores traumas infância reverberam vidas hoje adultas…gratidão deus abençoe
@YPerrut-o2n,2025-04-25T23:21:54Z,"Não consigo dormir, minha cabeça está cheia de pensamentos abafando a música q toca de fundo. Eu só quero dormir ☹️",0,musica_dormir,não consigo dormir minha cabeça está cheia de pensamentos abafando a música q toca de fundo eu só quero dormir ☹️,consigo cabeça cheia pensamentos abafando q toca fundo quero ☹️
@oi7961,2025-04-25T13:19:53Z,28:25,0,musica_dormir,,
@franciscaamorim3465,2025-04-25T08:22:17Z,Para você que se encontra num momento difícil saiba: tudo dará certo! É só um momento ruim. Nunca se esqueça disso❤,0,musica_dormir,para você que se encontra num momento difícil saiba tudo dará certo é só um momento ruim nunca se esqueça disso❤,encontra momento difícil saiba dará certo momento ruim nunca esqueça disso❤
@SueliDossantos-f1b,2025-04-25T06:19:42Z,Agora ouvilas e descansar  comDEUS BOA NOITE AMIGOS😅😂❤❤❤,0,musica_dormir,agora ouvilas e descansar comdeus boa noite amigos😅😂❤❤❤,ouvilas descansar comdeus boa noite amigos😅😂❤❤❤
